pickup_lat,pickup_lon,drop_lat,drop_lon,distance_km,duration_min,hour,day_of_week,is_weekend,temperature_C,weather,demand,supply,demand_supply_ratio,surge_factor,price_inr,timestamp
19.115259,72.797194,19.114031,72.811398,1.499,3.36,2,5,1,31,Clear,175,131,1.34,1.01,55.25,2025-10-25 02:14:38
19.249288,72.915426,18.947688,72.846826,34.302,76.89,11,3,0,27,Clear,117,85,1.38,1.05,625.18,2025-10-30 11:29:38
19.060888,72.975407,18.998326,72.781214,21.566,40.16,14,6,1,32.8,Clouds,186,185,1.01,1,369.12,2025-11-02 14:12:38
19.169981,72.838817,19.193061,72.799966,4.82,14.05,13,5,1,24.2,Rain,158,5,31.6,2.73,316.5,2025-11-08 13:46:38
18.913895,72.912697,19.153263,72.939319,26.763,58.6,15,3,0,26.3,Clouds,180,191,0.94,0.97,454.31,2025-10-23 15:40:38
19.260347,72.841793,19.072444,72.835946,20.903,71.71,9,5,1,29.6,Clear,252,111,2.27,1.3,551.53,2025-10-25 09:58:38
18.952329,72.802199,18.957239,72.980495,18.758,43.09,14,6,1,30.9,Clear,195,103,1.89,1.05,358.35,2025-11-02 14:48:38
18.954976,72.821046,18.981167,72.858128,4.867,13.17,0,0,0,26.6,Thunderstorm,191,24,7.96,2.35,269.65,2025-10-20 00:58:38
19.221713,72.964697,18.966586,72.871799,30.001,100.39,0,4,0,26.9,Thunderstorm,323,5,64.6,2.81,1660.14,2025-10-24 00:40:38
19.108296,72.832448,19.116532,72.818545,1.724,3.31,5,3,0,27.8,Clear,141,97,1.45,1,57.32,2025-11-06 05:02:38
18.896307,72.911346,19.132872,72.962363,26.846,50.3,10,5,1,32,Clear,89,166,0.54,1.04,470.87,2025-10-25 10:07:38
19.181489,72.939851,19.107525,72.8213,14.924,54.49,19,3,0,24.2,Clear,407,10,40.7,2.73,868.33,2025-10-30 19:10:38
19.087892,72.856636,19.070644,72.89307,4.282,8.3,21,5,1,32.3,Clouds,84,241,0.35,1,97.99,2025-11-01 21:22:38
18.947304,72.928676,19.250542,72.865639,34.363,104.73,17,3,0,31.5,Clouds,296,108,2.74,1.32,860.39,2025-10-23 17:54:38
19.247983,72.85861,19.00672,72.891469,27.048,48.94,10,1,0,31,Clear,125,197,0.63,1.03,466.04,2025-10-21 10:43:38
19.038372,72.855381,19.136101,72.895623,11.661,43.36,8,0,0,27.3,Clear,260,90,2.89,1.33,341.33,2025-11-03 08:43:38
19.161269,72.818294,19.106342,72.874544,8.498,23.2,5,5,1,24.6,Rain,130,182,0.71,1.2,214.04,2025-11-01 05:13:38
19.05261,72.784958,19.015017,72.790265,4.217,9.45,23,0,0,29.1,Clouds,80,70,1.14,0.99,98.51,2025-10-20 23:29:38
19.133546,72.974448,19.189662,72.854327,14.075,54.31,18,5,1,25.3,Clouds,390,109,3.58,1.46,448.99,2025-11-01 18:37:38
19.120363,72.806541,18.926574,72.930947,25.206,143.34,9,5,1,28.2,Rain,589,5,117.8,2.7,1671.7,2025-11-01 09:28:38
18.957621,72.910899,19.162037,72.910539,22.73,51.78,23,5,1,31.2,Clear,96,232,0.41,1,406.32,2025-10-11 23:23:38
18.928918,72.78205,18.928343,72.785123,0.33,0.62,22,0,0,28.9,Clouds,60,128,0.47,0.97,34.14,2025-11-03 22:25:38
18.909533,72.807913,18.985742,72.895436,12.511,24.03,20,3,0,33,Clear,192,61,3.15,1.26,287.53,2025-10-16 20:41:38
18.894169,72.951271,19.162713,72.925528,29.983,69.96,3,4,0,31.8,Clear,106,94,1.13,1.01,535.01,2025-11-07 03:05:38
19.025719,72.922427,19.139467,72.869841,13.803,31.54,7,0,0,32.8,Clear,124,158,0.78,1.01,261.29,2025-10-20 07:25:38
19.038733,72.913635,19.191891,72.925775,17.078,54.1,19,0,0,24.3,Clear,453,155,2.92,1.36,466.67,2025-11-03 19:52:38
19.267688,72.907891,19.060385,72.801978,25.595,59.65,14,4,0,29.4,Clouds,76,214,0.36,1,456.44,2025-11-07 14:32:38
19.219934,72.864305,19.263168,72.814016,7.14,14.35,7,0,0,29.4,Clouds,170,93,1.83,1.03,148.72,2025-10-27 07:32:38
19.062076,72.814186,19.020163,72.971209,17.15,39.26,0,5,1,28.6,Clear,51,189,0.27,1.03,323.75,2025-10-18 00:12:38
19.202029,72.856082,19.223661,72.953179,10.475,19.56,15,6,1,29.8,Clear,130,98,1.33,1.04,202.62,2025-10-19 15:17:38
19.231873,72.893466,19.17912,72.786057,12.713,47.84,9,3,0,32.5,Clouds,317,62,5.11,1.65,459.1,2025-10-23 09:25:38
19.075391,72.802618,19.195965,72.825441,13.62,68.45,19,3,0,24,Thunderstorm,354,5,70.8,2.82,931.55,2025-11-06 19:08:38
19.146124,72.904465,18.953748,72.892321,21.429,50.77,22,2,0,25.7,Clear,187,33,5.67,1.77,687.97,2025-11-05 22:45:38
18.921382,72.808256,18.957026,72.799781,4.062,7.75,7,1,0,32.1,Clouds,92,187,0.49,1.04,98.03,2025-10-28 07:49:38
19.109466,72.904951,18.903017,72.933058,23.145,43.5,13,1,0,30.3,Clear,191,152,1.26,1.06,418.44,2025-10-21 13:17:38
19.040664,72.9467,19.089587,72.940419,5.48,19.84,9,5,1,30.6,Clear,309,114,2.71,1.32,178.78,2025-11-01 09:41:38
18.930277,72.814865,18.924444,72.7792,3.807,8.78,5,6,1,29.1,Clear,139,147,0.95,1,93.24,2025-10-26 05:04:38
19.109041,72.80712,18.973463,72.776445,15.417,39.77,2,2,0,30.1,Rain,248,154,1.61,1.3,382.9,2025-11-05 02:27:38
19.006765,72.929496,18.913239,72.985961,11.975,24.98,20,6,1,29.8,Clouds,55,199,0.28,0.96,214.72,2025-10-19 20:45:38
19.115578,72.84723,18.934241,72.781853,21.303,47.36,22,2,0,27.6,Clouds,91,127,0.72,1.03,391.76,2025-10-29 22:45:38
19.253788,72.924603,19.002931,72.896771,28.047,57.24,10,3,0,24.5,Clouds,79,67,1.18,0.99,476.23,2025-10-23 10:39:38
19.020843,72.866119,18.975114,72.800179,8.598,30.12,8,1,0,32.7,Clear,365,103,3.54,1.48,286.25,2025-10-14 08:32:38
19.210796,72.828419,18.974249,72.832927,26.307,74.11,12,6,1,29.9,Thunderstorm,351,125,2.81,1.5,740.86,2025-10-19 12:33:38
19.128472,72.778699,18.936799,72.800419,21.435,43.28,13,0,0,27.1,Clear,118,140,0.84,1.02,381.25,2025-10-27 13:43:38
18.949801,72.779811,18.994973,72.858092,9.643,38.45,19,1,0,24.9,Clouds,378,170,2.22,1.28,284.95,2025-10-21 19:52:38
19.088439,72.878942,19.048543,72.956188,9.251,19.53,21,5,1,28.7,Clear,68,197,0.35,0.96,172.87,2025-10-11 21:13:38
18.910527,72.864042,19.042708,72.83679,14.975,27.64,0,1,0,32.5,Clouds,126,152,0.83,0.96,254.38,2025-10-14 00:51:38
19.062651,72.867895,19.184899,72.925301,14.871,83.09,17,5,1,29,Rain,374,95,3.94,1.73,648.12,2025-11-08 17:49:38
18.936142,72.949975,18.929963,72.889094,6.44,13.31,3,5,1,32.9,Clear,167,100,1.67,1.02,136.58,2025-11-08 03:37:38
18.91122,72.868337,19.056948,72.89126,16.382,52.59,7,1,0,30.5,Rain,243,5,48.6,2.76,915.66,2025-10-28 07:52:38
19.061874,72.962705,19.005835,72.91715,7.859,17.07,22,5,1,26.7,Clear,93,98,0.95,1,158.44,2025-10-25 22:57:38
19.060841,72.837803,19.008919,72.910661,9.591,22.91,12,4,0,32.7,Clear,169,201,0.84,1.03,196.64,2025-10-31 12:42:38
18.951848,72.977708,19.088607,72.955381,15.387,28.99,16,6,1,26.5,Clear,116,51,2.27,1.15,313.52,2025-10-26 16:31:38
19.128548,72.873757,19.10275,72.883771,3.055,17.17,17,5,1,31.5,Rain,377,23,16.39,2.82,284.81,2025-10-18 17:36:38
19.182619,72.935348,19.086436,72.972357,11.38,27.07,11,1,0,27.6,Clouds,169,88,1.92,1.1,242.77,2025-11-04 11:49:38
18.906636,72.973122,19.127717,72.782775,31.698,62.05,6,5,1,29.9,Clear,185,163,1.13,1.04,555.85,2025-10-11 06:59:38
19.177365,72.846511,18.906339,72.974774,33.015,106.66,5,5,1,25,Rain,269,182,1.48,1.28,818.55,2025-10-25 05:53:38
19.03419,72.958479,18.996766,72.881837,9.068,20.08,10,5,1,28.9,Clouds,103,133,0.77,0.99,177.18,2025-11-01 10:24:38
19.138527,72.90994,18.973713,72.786409,22.459,70.14,8,1,0,32.1,Clouds,445,107,4.16,1.5,659.68,2025-10-14 08:09:38
18.893356,72.855982,19.182412,72.827906,32.277,60.74,6,6,1,32.9,Clear,190,205,0.93,0.98,528.02,2025-10-19 06:47:38
18.971793,72.95537,19.228141,72.822865,31.723,68.83,0,6,1,24.2,Clear,58,66,0.88,0.99,542.85,2025-10-12 00:11:38
18.983274,72.7783,18.925829,72.793666,6.589,23.75,8,2,0,31.5,Clouds,394,181,2.18,1.32,206.67,2025-10-29 08:12:38
19.032113,72.96876,18.963083,72.818783,17.537,55.3,7,3,0,24.9,Rain,323,5,64.6,2.63,923.24,2025-10-16 07:28:38
19.039567,72.946041,19.141883,72.853485,14.967,28.42,6,6,1,27.7,Clear,122,242,0.5,1.05,279.78,2025-11-09 06:30:38
18.927717,72.935813,19.018779,72.839604,14.313,25.93,7,2,0,29.5,Clear,122,155,0.79,1.01,256.17,2025-10-22 07:11:38
19.146608,72.812023,19.101898,72.938259,14.163,55.64,18,5,1,31.5,Clear,439,102,4.3,1.52,473.09,2025-11-08 18:51:38
18.895174,72.860346,18.906797,72.844001,2.151,4.65,1,0,0,24.4,Clear,57,152,0.38,1.01,65.76,2025-10-13 01:19:38
19.06556,72.878875,19.210215,72.976373,19.069,57.48,16,1,0,26.9,Rain,251,33,7.61,2.11,788.69,2025-10-21 16:00:38
18.943775,72.795233,19.124716,72.981325,28.061,51.44,1,3,0,32.6,Clear,159,153,1.04,1,469.61,2025-11-06 01:22:38
19.198529,72.967693,19.079472,72.808305,21.345,40.17,0,3,0,29.1,Clear,55,36,1.53,1.07,392.12,2025-11-06 00:32:38
18.941853,72.84396,19.195243,72.891654,28.618,89.96,17,0,0,24.8,Clear,452,10,45.2,2.5,1383.34,2025-10-27 17:33:38
19.190635,72.937204,18.919836,72.871804,30.886,88.86,6,2,0,26.1,Rain,281,36,7.81,2.18,1260.81,2025-10-29 06:22:38
18.903201,72.964472,19.247673,72.882555,39.259,86.96,0,3,0,26.5,Clear,73,78,0.94,1,675.02,2025-10-23 00:44:38
19.015422,72.916979,19.157259,72.931102,15.841,36.91,4,4,0,24.1,Clear,99,71,1.39,1.01,296.85,2025-10-17 04:34:38
19.09906,72.933908,18.90048,72.891917,22.518,59.88,1,1,0,31.7,Rain,323,11,29.36,2.74,1150.71,2025-10-14 01:27:38
19.251095,72.868225,19.155231,72.79945,12.876,51.26,18,6,1,29.2,Clear,195,74,2.64,1.38,396.1,2025-11-02 18:30:38
19.170508,72.958128,19.068823,72.978587,11.509,21.33,10,4,0,26.6,Clear,73,136,0.54,1.03,217.09,2025-11-07 10:11:38
18.945639,72.80697,19.219564,72.851056,30.809,62.6,7,2,0,32.4,Clear,117,171,0.68,1.04,545.9,2025-11-05 07:33:38
19.185873,72.922155,19.221714,72.821284,11.317,37.66,17,6,1,31.9,Clear,296,73,4.05,1.61,388.2,2025-10-12 17:54:38
19.191097,72.862016,18.978257,72.823576,24.009,57.03,21,0,0,28.7,Clouds,107,41,2.61,1.24,535.89,2025-11-03 21:48:38
19.083474,72.813339,19.166721,72.983825,20.161,107.44,8,6,1,24.9,Rain,643,5,128.6,2.85,1387.41,2025-11-09 08:16:38
18.999967,72.898395,19.188187,72.924791,21.112,44.57,4,2,0,25.7,Clouds,195,230,0.85,1.02,379.94,2025-10-29 04:39:38
19.208796,72.787192,18.893619,72.7856,35.047,106.67,18,6,1,26.4,Clouds,321,65,4.94,1.63,1082.16,2025-10-12 18:30:38
19.080992,72.79262,18.996444,72.782774,9.458,20.8,21,3,0,30.3,Clear,52,219,0.24,0.95,175.83,2025-11-06 21:27:38
19.258043,72.875471,19.119912,72.77607,18.571,43.05,5,6,1,32.1,Clouds,78,35,2.23,1.19,403.36,2025-10-26 05:41:38
19.261465,72.807556,18.910839,72.853894,39.291,78.82,23,3,0,28.7,Clear,156,188,0.83,1.02,672.3,2025-10-16 23:27:38
19.141588,72.934079,18.955736,72.786336,25.85,61.9,3,6,1,25.1,Clear,109,77,1.42,1.01,468.64,2025-11-02 03:16:38
19.052746,72.959436,19.040695,72.93694,2.718,6.51,7,6,1,27.6,Clouds,62,248,0.25,0.97,73.36,2025-11-02 07:59:38
19.00073,72.786478,19.039198,72.897344,12.415,23.99,20,6,1,30.9,Clear,145,41,3.54,1.39,315.47,2025-10-26 20:41:38
19.14134,72.969469,19.253014,72.838285,18.546,37.17,2,1,0,27,Clear,139,70,1.99,1.03,336.7,2025-10-21 02:55:38
19.26024,72.782317,18.945131,72.780479,35.039,104.68,20,1,0,24.8,Thunderstorm,268,5,53.6,2.82,1860.7,2025-10-14 20:37:38
19.181304,72.833299,19.036035,72.829027,16.159,37.11,21,6,1,29.5,Clear,180,60,3,1.35,402.48,2025-10-12 21:22:38
18.979483,72.983357,19.162711,72.960678,20.513,38.09,23,3,0,30.4,Clear,137,88,1.56,1,352.34,2025-10-16 23:33:38
18.906111,72.798555,19.002829,72.831004,11.283,24.95,22,2,0,27.1,Clear,179,140,1.28,1.06,228.21,2025-10-22 22:21:38
18.952062,72.970281,18.923245,72.869005,11.123,59.3,18,6,1,27.1,Rain,573,5,114.6,2.7,761.63,2025-11-09 18:23:38
19.112002,72.828183,19.011625,72.83589,11.191,35.04,17,4,0,26.8,Clouds,284,10,28.4,2.53,592.96,2025-11-07 17:35:38
19.077249,72.882084,18.902863,72.855816,19.587,60.59,8,4,0,28.1,Clear,344,107,3.21,1.45,560.01,2025-10-31 08:47:38
19.026801,72.844777,19.173807,72.884728,16.877,47.87,14,2,0,32.8,Rain,296,69,4.29,1.61,528.49,2025-11-05 14:31:38
19.149277,72.961138,19.259482,72.814867,19.649,66.97,16,0,0,31.9,Rain,221,130,1.7,1.22,487.67,2025-10-27 16:12:38
19.073295,72.792438,19.204608,72.80133,14.631,38.43,14,1,0,32.3,Thunderstorm,211,145,1.46,1.29,364.33,2025-10-14 14:52:38
19.10388,72.862338,19.101901,72.891812,3.105,11.23,18,2,0,31.4,Clear,417,47,8.87,2.28,204.56,2025-11-05 18:30:38
19.227625,72.775884,19.04592,72.888181,23.396,49.6,15,2,0,32,Clouds,170,75,2.27,1.2,491.96,2025-10-15 15:07:38
19.167831,72.814121,18.911026,72.831851,28.616,95.22,1,6,1,30.7,Rain,239,13,18.38,2.69,1516.71,2025-11-09 01:06:38
19.173967,72.873801,19.123704,72.918233,7.282,15.02,4,5,1,30.5,Clear,73,146,0.5,0.98,144.46,2025-10-11 04:08:38
19.125417,72.933278,19.144572,72.899387,4.149,9.19,23,0,0,26.7,Clear,152,154,0.99,0.96,94.23,2025-10-13 23:51:38
19.216894,72.799525,19.250654,72.960801,17.343,37.3,7,6,1,27.3,Clear,99,114,0.87,1.03,322.11,2025-10-19 07:31:38
19.146753,72.840286,18.996266,72.838589,16.734,33.59,21,5,1,32.6,Clear,155,48,3.23,1.33,396.34,2025-10-25 21:30:38
19.085632,72.917427,19.269886,72.9386,20.608,47.85,13,6,1,29.4,Clear,80,65,1.23,1.06,395.38,2025-10-26 13:05:38
18.975314,72.784141,19.124609,72.979585,26.412,60.91,3,2,0,31,Clouds,71,87,0.82,1,468.77,2025-10-29 03:47:38
19.242312,72.82492,18.938259,72.803629,33.883,156.69,17,1,0,30.3,Thunderstorm,526,61,8.62,2.47,1852.43,2025-11-04 17:59:38
19.047123,72.813135,19.002787,72.95661,15.868,89.17,9,4,0,32.5,Thunderstorm,236,5,47.2,2.9,1156.38,2025-10-24 09:48:38
19.14953,72.823557,19.156103,72.847277,2.597,8.76,19,5,1,24.2,Clouds,500,10,50,2.56,201.42,2025-11-01 19:07:38
18.923675,72.836887,19.199702,72.79321,31.034,72.93,20,4,0,29.3,Clear,129,174,0.74,0.98,537.3,2025-10-24 20:57:38
18.9557,72.969553,18.963653,72.967787,0.904,3.31,18,2,0,28,Clouds,367,10,36.7,2.48,117.73,2025-11-05 18:09:38
18.954776,72.802335,19.083722,72.929744,19.621,99.69,18,1,0,25.7,Thunderstorm,538,5,107.6,2.86,1329.4,2025-10-21 18:40:38
18.967986,72.850005,19.124438,72.931506,19.391,43.41,20,1,0,29.5,Clear,159,183,0.87,1.04,363.49,2025-11-04 20:30:38
19.096749,72.901005,18.947695,72.938054,17.026,59.61,18,1,0,27.1,Clouds,410,100,4.1,1.54,544.43,2025-11-04 18:22:38
19.035913,72.970972,19.161875,72.861551,18.121,47.77,5,1,0,30,Rain,326,5,65.2,2.75,943.23,2025-11-04 05:14:38
18.958819,72.858556,18.985488,72.83714,3.724,12.43,0,4,0,30.4,Thunderstorm,298,67,4.45,1.72,171.22,2025-11-07 00:47:38
19.025138,72.77978,19.25862,72.872289,27.721,52.99,2,5,1,25.5,Clouds,109,109,1,1.04,487.39,2025-10-18 02:08:38
19.186263,72.981634,19.084099,72.923242,12.91,28.13,20,2,0,32.3,Clear,148,60,2.47,1.2,289.43,2025-10-22 20:04:38
19.250617,72.814305,19.2174,72.914204,11.12,24.91,15,2,0,31.9,Clear,143,97,1.47,1,213.26,2025-10-22 15:28:38
19.094853,72.86307,19.166463,72.941443,11.454,32.02,4,4,0,31.1,Rain,181,5,36.2,2.66,615.74,2025-11-07 04:37:38
18.964323,72.937217,19.065385,72.8213,16.577,34.12,15,1,0,27.7,Clouds,162,232,0.7,1.03,306.08,2025-10-21 15:15:38
18.936912,72.966717,19.25545,72.84474,37.667,121.16,11,6,1,25.9,Rain,353,7,50.43,2.81,2035.38,2025-10-12 11:58:38
19.236188,72.930335,18.967667,72.80235,32.747,73.72,12,6,1,31.1,Clear,160,216,0.74,1.02,581.81,2025-10-12 12:26:38
19.007151,72.830996,19.141651,72.803788,15.227,41.76,11,4,0,31,Rain,324,89,3.64,1.53,453.25,2025-10-31 11:35:38
19.117571,72.896725,18.926497,72.805355,23.317,48.39,2,6,1,26.3,Clouds,186,146,1.27,1.04,422.84,2025-11-09 02:44:38
19.177922,72.910447,19.036241,72.81031,18.944,61.8,18,3,0,25.6,Clouds,436,15,29.07,2.68,1020.89,2025-10-30 18:01:38
19.142612,72.928026,19.098751,72.947449,5.287,19.6,18,4,0,24.8,Clouds,389,92,4.23,1.66,220.19,2025-11-07 18:19:38
19.022033,72.959868,18.970505,72.969515,5.819,12.05,2,5,1,31.9,Clear,176,128,1.38,1.06,131.36,2025-10-18 02:08:38
19.084063,72.934442,18.903153,72.963495,20.347,67.67,17,0,0,25.9,Clear,354,104,3.4,1.48,606.07,2025-10-20 17:32:38
19.183298,72.934725,18.986695,72.85304,23.486,43.54,12,0,0,30,Clear,55,123,0.45,0.96,382.95,2025-10-20 12:17:38
18.95752,72.968518,19.057815,72.964325,11.161,22.25,2,4,0,25.4,Clouds,160,156,1.03,1,208.44,2025-10-17 02:33:38
19.083336,72.948445,19.173855,72.836412,15.487,56.37,17,4,0,30.4,Clear,446,71,6.28,1.84,604.57,2025-10-17 17:32:38
19.159069,72.778147,19.100164,72.868258,11.512,38.63,10,5,1,31,Rain,241,101,2.39,1.46,358.29,2025-11-01 10:01:38
19.1064,72.98032,18.905459,72.969165,22.374,48.03,4,2,0,27.8,Clear,178,73,2.44,1.17,461.62,2025-10-29 04:12:38
19.101135,72.864069,19.130929,72.917987,6.563,28.59,8,1,0,30.8,Thunderstorm,595,75,7.93,2.4,398.22,2025-10-28 08:41:38
19.010431,72.794466,19.242099,72.778632,25.814,58.59,15,1,0,27.9,Clouds,133,132,1.01,1.02,466.09,2025-10-21 15:32:38
19.195538,72.890718,19.152831,72.952373,8.03,17.51,5,4,0,29.7,Clear,105,174,0.6,0.98,158.15,2025-10-24 05:11:38
19.070249,72.807963,19.203755,72.980496,23.428,81.36,19,6,1,24.3,Clear,338,122,2.77,1.3,616.02,2025-10-26 19:25:38
18.901884,72.939469,18.967192,72.921059,7.516,22.92,18,0,0,24.1,Clear,384,123,3.12,1.41,234.1,2025-11-03 18:00:38
19.104148,72.869835,19.143362,72.8019,8.364,26.39,0,2,0,28.9,Thunderstorm,294,117,2.51,1.41,258.24,2025-10-15 00:21:38
19.064315,72.922454,19.197515,72.833376,17.52,34.85,21,5,1,29.1,Clear,155,248,0.62,1.02,316.13,2025-11-08 21:00:38
19.165373,72.958866,19.265137,72.97643,11.245,24.77,4,3,0,32.4,Clear,69,189,0.37,1.01,216.63,2025-10-23 04:07:38
19.023171,72.905817,19.081593,72.826129,10.6,24.13,22,1,0,31.2,Clouds,57,202,0.28,0.97,199.29,2025-10-14 22:24:38
19.117728,72.845306,18.954076,72.80704,18.637,41.72,2,4,0,29.7,Clouds,148,79,1.87,1.07,360.67,2025-11-07 02:03:38
19.171279,72.807348,18.969049,72.915252,25.184,76.74,4,6,1,28,Rain,212,10,21.2,2.75,1335.64,2025-11-02 04:17:38
19.072976,72.830512,19.182591,72.930329,16.079,29.13,21,1,0,27.5,Clouds,78,192,0.41,1.04,292.45,2025-10-21 21:05:38
19.011152,72.951474,19.016843,72.840946,11.637,59.42,18,2,0,29.7,Rain,579,5,115.8,2.93,845.24,2025-10-29 18:53:38
18.90359,72.813,18.96858,72.853518,8.39,17.22,7,3,0,31.8,Clear,70,63,1.11,1.03,170.06,2025-11-06 07:02:38
19.191111,72.821021,19.091826,72.878916,12.604,29.34,4,5,1,31.5,Clear,157,191,0.82,0.99,237.53,2025-11-08 04:52:38
19.193221,72.888351,19.075833,72.80161,15.919,30.39,11,3,0,25.7,Clear,113,150,0.75,0.97,273.35,2025-10-30 11:50:38
19.21085,72.807882,19.087731,72.817763,13.73,53.91,8,3,0,24.5,Clear,493,10,49.3,2.66,804.85,2025-10-16 08:03:38
19.045138,72.963299,19.101396,72.865568,12.026,37.74,12,0,0,28.4,Rain,255,53,4.81,1.75,437.12,2025-11-03 12:42:38
18.962016,72.958656,19.011743,72.964789,5.567,16.75,18,4,0,26.9,Clear,477,90,5.3,1.67,217.62,2025-11-07 18:06:38
19.01843,72.924802,19.197877,72.938656,20.007,40.27,0,5,1,27.7,Clear,157,165,0.95,0.97,340.11,2025-10-25 00:19:38
19.096984,72.984224,19.169125,72.793749,21.558,49.84,20,3,0,32.7,Clear,102,97,1.05,0.99,384.49,2025-10-30 20:47:38
19.071864,72.817184,19.060831,72.97781,16.925,37.46,0,3,0,31.4,Clear,145,71,2.04,1.16,357.31,2025-10-30 00:18:38
19.09839,72.907213,19.027404,72.793097,14.358,51.05,17,5,1,28.2,Clear,350,177,1.98,1.18,359.18,2025-10-18 17:26:38
18.914715,72.853188,18.986048,72.858621,7.952,17.85,3,0,0,28.4,Clear,72,214,0.34,0.99,159.52,2025-10-27 03:11:38
19.121019,72.777327,18.991571,72.95649,23.702,53.8,13,6,1,32,Clouds,87,36,2.42,1.25,527.53,2025-10-12 13:43:38
19.019108,72.890451,19.091177,72.910187,8.278,16.01,12,2,0,30,Clouds,81,152,0.53,1.02,164.57,2025-11-05 12:45:38
19.111275,72.956842,19.040571,72.932504,8.267,16.62,10,5,1,27,Clear,68,31,2.19,1.16,188.44,2025-11-01 10:44:38
19.200923,72.943013,19.097515,72.824539,16.944,34.5,0,0,0,25.6,Clouds,104,137,0.76,0.99,299.31,2025-10-13 00:18:38
19.176085,72.951102,19.096152,72.869552,12.345,23.49,0,4,0,28.7,Clear,55,173,0.32,1,225.11,2025-10-17 00:23:38
19.054154,72.775255,19.016755,72.924545,16.234,35.65,12,2,0,30.2,Clouds,126,210,0.6,1.01,299.08,2025-10-22 12:19:38
19.006159,72.890952,19.228498,72.945963,25.39,87.82,17,4,0,26.9,Clouds,524,92,5.7,1.87,954.28,2025-10-31 17:35:38
19.035999,72.831225,19.236724,72.925952,24.438,46.8,16,0,0,31.3,Clear,198,74,2.68,1.25,521.05,2025-10-27 16:58:38
18.91273,72.924301,19.169105,72.809491,30.957,64.28,15,5,1,25.3,Clear,66,244,0.27,1.02,540.64,2025-11-08 15:54:38
18.980885,72.943537,18.942191,72.890764,7.022,13.4,6,0,0,26.7,Clear,116,79,1.47,1.03,145.3,2025-11-03 06:47:38
19.229629,72.958305,18.910789,72.914543,35.75,71.81,14,5,1,27.1,Clear,150,83,1.81,1.1,662.9,2025-10-18 14:07:38
19.21986,72.847171,18.951119,72.880655,30.089,64.71,2,6,1,29.8,Clear,181,180,1.01,1,520.49,2025-11-02 02:45:38
19.045137,72.901587,19.179399,72.877725,15.138,29.78,3,0,0,32,Clouds,168,147,1.14,1.04,282.07,2025-10-27 03:14:38
19.21457,72.872783,19.073659,72.927558,16.692,38.32,22,3,0,25.2,Clouds,77,241,0.32,0.97,297.73,2025-10-23 22:39:38
18.922196,72.975141,19.19691,72.811685,35.046,134.47,19,0,0,27.1,Clear,358,151,2.37,1.3,935.33,2025-10-20 19:42:38
19.190748,72.876638,18.953517,72.876502,26.379,52.23,14,0,0,29.2,Clouds,106,61,1.74,1.01,455.51,2025-10-27 14:02:38
19.087436,72.833443,19.10234,72.91052,8.267,18.98,15,4,0,26.3,Clouds,150,32,4.69,1.56,260.78,2025-10-24 15:47:38
18.993804,72.923882,19.028858,72.969308,6.164,13.26,1,6,1,27.7,Clear,157,244,0.64,0.97,126.58,2025-11-09 01:38:38
18.958888,72.793792,18.998763,72.85914,8.178,32.03,17,5,1,28.4,Clear,520,10,52,2.53,486.23,2025-11-01 17:04:38
19.060034,72.884267,19.214011,72.893743,17.15,31.65,7,2,0,29.4,Clear,143,86,1.66,1.07,320.03,2025-10-29 07:23:38
19.159421,72.796422,19.189293,72.937741,15.209,32.41,7,1,0,24.2,Clear,126,82,1.54,1.07,296.74,2025-10-21 07:34:38
18.946092,72.81266,18.977922,72.927155,12.55,41.51,7,0,0,32.3,Rain,242,5,48.4,2.81,740.79,2025-10-27 07:29:38
19.232694,72.98095,19.249675,72.912071,7.474,14.97,22,5,1,30.9,Clouds,51,49,1.04,1.01,151.11,2025-10-25 22:31:38
19.117371,72.847972,19.003602,72.893661,13.531,25.39,21,3,0,30.5,Clear,160,164,0.98,0.98,238.29,2025-10-23 21:01:38
19.236605,72.896535,19.031714,72.904528,22.798,44.75,6,4,0,26.3,Clear,94,72,1.31,1.02,400.94,2025-11-07 06:03:38
18.939056,72.896644,18.925804,72.98452,9.359,21.3,0,0,0,31.1,Clear,111,250,0.44,1.02,188.61,2025-11-03 00:43:38
18.983499,72.968845,18.984132,72.858679,11.584,21.17,16,3,0,25.5,Clouds,150,112,1.34,1.01,213.46,2025-10-16 16:57:38
18.918895,72.884439,18.902351,72.835353,5.481,19.22,18,0,0,27.2,Clouds,374,88,4.25,1.53,205.34,2025-10-20 18:00:39
19.078955,72.810332,19.014464,72.897121,11.603,35.6,18,5,1,27.5,Clear,341,10,34.1,2.56,615.52,2025-10-25 18:41:39
18.90406,72.887851,19.046566,72.847073,16.416,44.23,5,2,0,30.5,Rain,309,223,1.39,1.2,378.54,2025-11-05 05:16:39
19.200589,72.953089,19.035783,72.824162,22.788,75.66,18,0,0,32.4,Clear,205,51,4.02,1.58,718.56,2025-11-03 18:24:39
19.001909,72.830088,18.91765,72.981597,18.484,43.37,16,1,0,24.6,Clear,160,107,1.5,1.05,355.47,2025-10-28 16:01:39
18.940069,72.903911,19.147496,72.894115,23.088,82.96,8,5,1,28.6,Clear,331,10,33.1,2.64,1248.67,2025-10-11 08:15:39
19.165362,72.874961,19.258931,72.922886,11.557,25.49,5,0,0,32.8,Clear,182,34,5.35,1.63,358.05,2025-10-13 05:46:39
